match_id,season,date,home_team,away_team,leader,leader_team,opponent_team,minute_reached_plus2,score_at_event_leader,score_at_event_opponent,final_home_goals,final_away_goals,final_leader_goals,final_opponent_goals,result_for_leader,leader_is_home
16651,2021,2022-03-05,Newcastle United,Brighton,home,Newcastle United,Brighton,13,2,0,2,1,2,1,W,True
16652,2021,2022-03-05,Norwich,Brentford,away,Brentford,Norwich,51,2,0,1,3,3,1,W,False
16653,2021,2022-03-07,Tottenham,Everton,home,Tottenham,Everton,16,2,0,5,0,5,0,W,True
16654,2021,2022-03-06,Watford,Arsenal,away,Arsenal,Watford,51,3,1,2,3,3,2,W,False
16655,2021,2022-03-05,Wolverhampton Wanderers,Crystal Palace,away,Crystal Palace,Wolverhampton Wanderers,33,2,0,0,2,2,0,W,False
16656,2021,2022-03-13,Arsenal,Leicester,home,Arsenal,Leicester,58,2,0,2,0,2,0,W,True
16657,2021,2022-03-12,Brentford,Burnley,home,Brentford,Burnley,93,2,0,2,0,2,0,W,True
16658,2021,2022-03-12,Brighton,Liverpool,away,Liverpool,Brighton,60,2,0,0,2,2,0,W,False
16664,2021,2022-03-13,Southampton,Watford,away,Watford,Southampton,33,2,0,1,2,2,1,W,False
16665,2021,2022-03-13,West Ham,Aston Villa,home,West Ham,Aston Villa,81,2,0,2,1,2,1,W,True
16667,2021,2022-04-21,Burnley,Southampton,home,Burnley,Southampton,43,2,0,2,0,2,0,W,True
16668,2021,2022-03-20,Leicester,Brentford,home,Leicester,Brentford,32,2,0,2,1,2,1,W,True
16669,2021,2022-04-19,Liverpool,Manchester United,home,Liverpool,Manchester United,21,2,0,4,0,4,0,W,True
16670,2021,2022-04-20,Manchester City,Brighton,home,Manchester City,Brighton,64,2,0,3,0,3,0,W,True
16672,2021,2022-03-10,Norwich,Chelsea,away,Chelsea,Norwich,13,2,0,1,3,3,1,W,False
16673,2021,2022-03-20,Tottenham,West Ham,home,Tottenham,West Ham,23,2,0,3,1,3,1,W,True
16675,2021,2022-03-18,Wolverhampton Wanderers,Leeds,home,Wolverhampton Wanderers,Leeds,55,2,0,2,3,2,3,L,True
16676,2021,2022-04-02,Wolverhampton Wanderers,Aston Villa,home,Wolverhampton Wanderers,Aston Villa,35,2,0,2,1,2,1,W,True
16678,2021,2022-04-03,Tottenham,Newcastle United,home,Tottenham,Newcastle United,53,3,1,5,1,5,1,W,True
16680,2021,2022-04-02,Liverpool,Watford,home,Liverpool,Watford,88,2,0,2,0,2,0,W,True
16682,2021,2022-04-04,Crystal Palace,Arsenal,home,Crystal Palace,Arsenal,23,2,0,3,0,3,0,W,True
16683,2021,2022-04-02,Chelsea,Brentford,away,Brentford,Chelsea,59,3,1,1,4,4,1,W,False
16684,2021,2022-04-02,Burnley,Manchester City,away,Manchester City,Burnley,24,2,0,0,2,2,0,W,False
16686,2021,2022-04-09,Watford,Leeds,away,Leeds,Watford,72,2,0,0,3,3,0,W,False
16687,2021,2022-04-09,Southampton,Chelsea,away,Chelsea,Southampton,15,2,0,0,6,6,0,W,False
16688,2021,2022-04-10,Norwich,Burnley,home,Norwich,Burnley,85,2,0,2,0,2,0,W,True
16691,2021,2022-04-10,Leicester,Crystal Palace,home,Leicester,Crystal Palace,44,2,0,2,1,2,1,W,True
16693,2021,2022-04-10,Brentford,West Ham,home,Brentford,West Ham,63,2,0,2,0,2,0,W,True
16694,2021,2022-04-09,Aston Villa,Tottenham,away,Tottenham,Aston Villa,49,2,0,0,4,4,0,W,False
16695,2021,2022-04-09,Arsenal,Brighton,away,Brighton,Arsenal,65,2,0,1,2,2,1,W,False
16696,2021,2022-05-11,Wolverhampton Wanderers,Manchester City,away,Manchester City,Wolverhampton Wanderers,23,3,1,1,5,5,1,W,False
16702,2021,2022-04-16,Manchester United,Norwich,home,Manchester United,Norwich,31,2,0,3,2,3,2,W,True
16703,2021,2022-05-11,Leeds,Chelsea,away,Chelsea,Leeds,54,2,0,0,3,3,0,W,False
16704,2021,2022-05-19,Everton,Crystal Palace,away,Crystal Palace,Everton,35,2,0,3,2,2,3,L,False
16706,2021,2022-04-23,Norwich,Newcastle United,away,Newcastle United,Norwich,40,2,0,0,3,3,0,W,False
16707,2021,2022-04-23,Manchester City,Watford,home,Manchester City,Watford,22,2,0,5,1,5,1,W,True
16708,2021,2022-04-24,Liverpool,Everton,home,Liverpool,Everton,84,2,0,2,0,2,0,W,True
16713,2021,2022-04-24,Brighton,Southampton,home,Brighton,Southampton,43,2,0,2,2,2,2,D,True
16715,2021,2022-04-23,Arsenal,Manchester United,home,Arsenal,Manchester United,31,2,0,3,1,3,1,W,True
16716,2021,2022-04-30,Wolverhampton Wanderers,Brighton,away,Brighton,Wolverhampton Wanderers,69,2,0,0,3,3,0,W,False
16719,2021,2022-05-01,Tottenham,Leicester,home,Tottenham,Leicester,59,2,0,3,1,3,1,W,True
16722,2021,2022-05-02,Manchester United,Brentford,home,Manchester United,Brentford,60,2,0,3,0,3,0,W,True
16723,2021,2022-04-30,Leeds,Manchester City,away,Manchester City,Leeds,53,2,0,0,4,4,0,W,False
16725,2021,2022-04-30,Aston Villa,Norwich,home,Aston Villa,Norwich,92,2,0,2,0,2,0,W,True
16726,2021,2022-05-08,Norwich,West Ham,away,West Ham,Norwich,29,2,0,0,4,4,0,W,False
16727,2021,2022-05-08,Manchester City,Newcastle United,home,Manchester City,Newcastle United,37,2,0,5,0,5,0,W,True
16731,2021,2022-05-07,Chelsea,Wolverhampton Wanderers,home,Chelsea,Wolverhampton Wanderers,57,2,0,2,2,2,2,D,True
16732,2021,2022-05-07,Burnley,Aston Villa,away,Aston Villa,Burnley,30,2,0,1,3,3,1,W,False
16733,2021,2022-05-07,Brighton,Manchester United,home,Brighton,Manchester United,48,2,0,4,0,4,0,W,True
16734,2021,2022-05-07,Brentford,Southampton,home,Brentford,Southampton,13,2,0,3,0,3,0,W,True
16735,2021,2022-05-08,Arsenal,Leeds,home,Arsenal,Leeds,9,2,0,2,1,2,1,W,True
16737,2021,2022-05-15,West Ham,Manchester City,home,West Ham,Manchester City,44,2,0,2,2,2,2,D,True
16738,2021,2022-05-15,Watford,Leicester,away,Leicester,Watford,45,3,1,1,5,5,1,W,False
16741,2021,2022-05-16,Newcastle United,Arsenal,home,Newcastle United,Arsenal,84,2,0,2,0,2,0,W,True
16746,2021,2022-05-22,Arsenal,Everton,home,Arsenal,Everton,30,2,0,5,1,5,1,W,True
16748,2021,2022-05-22,Brighton,West Ham,home,Brighton,West Ham,91,3,1,3,1,3,1,W,True
16749,2021,2022-05-22,Burnley,Newcastle United,away,Newcastle United,Burnley,59,2,0,1,2,2,1,W,False
16752,2021,2022-05-22,Leicester,Southampton,home,Leicester,Southampton,73,2,0,4,1,4,1,W,True
16753,2021,2022-05-22,Liverpool,Wolverhampton Wanderers,home,Liverpool,Wolverhampton Wanderers,88,3,1,3,1,3,1,W,True
16754,2021,2022-05-22,Manchester City,Aston Villa,away,Aston Villa,Manchester City,68,2,0,3,2,2,3,L,False
16755,2021,2022-05-22,Norwich,Tottenham,away,Tottenham,Norwich,31,2,0,0,5,5,0,W,False
18202,2022,2022-08-05,Crystal Palace,Arsenal,away,Arsenal,Crystal Palace,84,2,0,0,2,2,0,W,False
18204,2022,2022-08-06,Bournemouth,Aston Villa,home,Bournemouth,Aston Villa,79,2,0,2,0,2,0,W,True
18206,2022,2022-08-06,Newcastle United,Nottingham Forest,home,Newcastle United,Nottingham Forest,77,2,0,2,0,2,0,W,True
18207,2022,2022-08-06,Tottenham,Southampton,home,Tottenham,Southampton,60,3,1,4,1,4,1,W,True
18209,2022,2022-08-07,Manchester United,Brighton,away,Brighton,Manchester United,38,2,0,1,2,2,1,W,False
18210,2022,2022-08-07,Leicester,Brentford,home,Leicester,Brentford,45,2,0,2,2,2,2,D,True
18211,2022,2022-08-07,West Ham,Manchester City,away,Manchester City,West Ham,64,2,0,0,2,2,0,W,False
18212,2022,2022-08-13,Aston Villa,Everton,home,Aston Villa,Everton,85,2,0,2,1,2,1,W,True
18214,2022,2022-08-13,Manchester City,Bournemouth,home,Manchester City,Bournemouth,30,2,0,4,0,4,0,W,True
18215,2022,2022-08-13,Southampton,Leeds,away,Leeds,Southampton,59,2,0,2,2,2,2,D,False
18217,2022,2022-08-13,Arsenal,Leicester,home,Arsenal,Leicester,34,2,0,4,2,4,2,W,True
18218,2022,2022-08-13,Brentford,Manchester United,home,Brentford,Manchester United,17,2,0,4,0,4,0,W,True
18223,2022,2022-08-20,Crystal Palace,Aston Villa,home,Crystal Palace,Aston Villa,70,3,1,3,1,3,1,W,True
18225,2022,2022-08-20,Fulham,Brentford,home,Fulham,Brentford,19,2,0,3,2,3,2,W,True
18227,2022,2022-08-20,Bournemouth,Arsenal,away,Arsenal,Bournemouth,10,2,0,0,3,3,0,W,False
18228,2022,2022-08-21,Leeds,Chelsea,home,Leeds,Chelsea,36,2,0,3,0,3,0,W,True
18229,2022,2022-08-21,West Ham,Brighton,away,Brighton,West Ham,65,2,0,0,2,2,0,W,False
18230,2022,2022-08-21,Newcastle United,Manchester City,home,Newcastle United,Manchester City,53,3,1,3,3,3,3,D,True
18231,2022,2022-08-22,Manchester United,Liverpool,home,Manchester United,Liverpool,52,2,0,2,1,2,1,W,True
18235,2022,2022-08-27,Chelsea,Leicester,home,Chelsea,Leicester,62,2,0,2,1,2,1,W,True
18236,2022,2022-08-27,Liverpool,Bournemouth,home,Liverpool,Bournemouth,5,2,0,9,0,9,0,W,True
18237,2022,2022-08-27,Manchester City,Crystal Palace,away,Crystal Palace,Manchester City,20,2,0,4,2,2,4,L,False
18237,2022,2022-08-27,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,80,4,2,4,2,4,2,W,True
18241,2022,2022-08-28,Nottingham Forest,Tottenham,away,Tottenham,Nottingham Forest,80,2,0,0,2,2,0,W,False
18242,2022,2022-08-30,Fulham,Brighton,home,Fulham,Brighton,54,2,0,2,1,2,1,W,True
18246,2022,2022-08-31,Manchester City,Nottingham Forest,home,Manchester City,Nottingham Forest,22,2,0,6,0,6,0,W,True
18254,2022,2022-09-03,Nottingham Forest,Bournemouth,home,Nottingham Forest,Bournemouth,46,2,0,2,3,2,3,L,True
18255,2022,2022-09-03,Tottenham,Fulham,home,Tottenham,Fulham,74,2,0,2,1,2,1,W,True
18257,2022,2022-09-03,Brentford,Leeds,home,Brentford,Leeds,42,2,0,5,2,5,2,W,True
18259,2022,2022-09-04,Brighton,Leicester,home,Brighton,Leicester,70,4,2,5,2,5,2,W,True
18261,2022,2022-09-04,Manchester United,Arsenal,home,Manchester United,Arsenal,74,3,1,3,1,3,1,W,True
18264,2022,2023-03-01,Liverpool,Wolverhampton Wanderers,home,Liverpool,Wolverhampton Wanderers,76,2,0,2,0,2,0,W,True
18265,2022,2023-03-15,Southampton,Brentford,away,Brentford,Southampton,96,2,0,0,2,2,0,W,False
18266,2022,2023-04-04,Bournemouth,Brighton,away,Brighton,Bournemouth,90,2,0,0,2,2,0,W,False
18267,2022,2023-01-19,Manchester City,Tottenham,away,Tottenham,Manchester City,46,2,0,4,2,2,4,L,False
18267,2022,2023-01-19,Manchester City,Tottenham,home,Manchester City,Tottenham,89,4,2,4,2,4,2,W,True
18268,2022,2023-04-05,West Ham,Newcastle United,away,Newcastle United,West Ham,12,2,0,1,5,5,1,W,False
18269,2022,2023-03-01,Arsenal,Everton,home,Arsenal,Everton,45,2,0,4,0,4,0,W,True
18273,2022,2022-09-16,Nottingham Forest,Fulham,away,Fulham,Nottingham Forest,59,3,1,2,3,3,2,W,False
18274,2022,2022-09-17,Wolverhampton Wanderers,Manchester City,away,Manchester City,Wolverhampton Wanderers,15,2,0,0,3,3,0,W,False
18278,2022,2022-09-17,Tottenham,Leicester,home,Tottenham,Leicester,72,4,2,6,2,6,2,W,True
18279,2022,2023-02-08,Manchester United,Leeds,away,Leeds,Manchester United,47,2,0,2,2,2,2,D,False
18280,2022,2022-09-18,Brentford,Arsenal,away,Arsenal,Brentford,27,2,0,0,3,3,0,W,False
18282,2022,2022-10-01,Arsenal,Tottenham,home,Arsenal,Tottenham,66,3,1,3,1,3,1,W,True
18285,2022,2022-10-01,Fulham,Newcastle United,away,Newcastle United,Fulham,32,2,0,1,4,4,1,W,False
18287,2022,2022-10-03,Leicester,Nottingham Forest,home,Leicester,Nottingham Forest,26,2,0,4,0,4,0,W,True
18288,2022,2022-10-01,Liverpool,Brighton,away,Brighton,Liverpool,16,2,0,3,3,3,3,D,False
18289,2022,2022-10-02,Manchester City,Manchester United,home,Manchester City,Manchester United,33,2,0,6,3,6,3,W,True
18291,2022,2022-10-01,West Ham,Wolverhampton Wanderers,home,West Ham,Wolverhampton Wanderers,53,2,0,2,0,2,0,W,True
18295,2022,2022-10-08,Chelsea,Wolverhampton Wanderers,home,Chelsea,Wolverhampton Wanderers,53,2,0,3,0,3,0,W,True
18298,2022,2022-10-08,Manchester City,Southampton,home,Manchester City,Southampton,31,2,0,4,0,4,0,W,True
18299,2022,2022-10-08,Newcastle United,Brentford,home,Newcastle United,Brentford,27,2,0,5,1,5,1,W,True
18301,2022,2022-10-09,West Ham,Fulham,home,West Ham,Fulham,90,3,1,3,1,3,1,W,True
18302,2022,2022-10-16,Aston Villa,Chelsea,away,Chelsea,Aston Villa,64,2,0,0,2,2,0,W,False
18303,2022,2022-10-14,Brentford,Brighton,home,Brentford,Brighton,63,2,0,2,0,2,0,W,True
18310,2022,2022-10-15,Tottenham,Everton,home,Tottenham,Everton,85,2,0,2,0,2,0,W,True
18312,2022,2023-02-15,Arsenal,Manchester City,away,Manchester City,Arsenal,81,3,1,1,3,3,1,W,False
18316,2022,2022-10-20,Fulham,Aston Villa,home,Fulham,Aston Villa,67,2,0,3,0,3,0,W,True
18317,2022,2022-10-20,Leicester,Leeds,home,Leicester,Leeds,34,2,0,2,0,2,0,W,True
18321,2022,2022-10-19,Manchester United,Tottenham,home,Manchester United,Tottenham,68,2,0,2,0,2,0,W,True
18322,2022,2022-10-23,Aston Villa,Brentford,home,Aston Villa,Brentford,6,2,0,4,0,4,0,W,True
18324,2022,2022-10-22,Everton,Crystal Palace,home,Everton,Crystal Palace,62,2,0,3,0,3,0,W,True
18325,2022,2022-10-23,Leeds,Fulham,away,Fulham,Leeds,83,3,1,2,3,3,2,W,False
18326,2022,2022-10-22,Manchester City,Brighton,home,Manchester City,Brighton,42,2,0,3,1,3,1,W,True
18329,2022,2022-10-23,Tottenham,Newcastle United,away,Newcastle United,Tottenham,39,2,0,1,2,2,1,W,False
18330,2022,2022-10-24,West Ham,Bournemouth,home,West Ham,Bournemouth,91,2,0,2,0,2,0,W,True
18331,2022,2022-10-23,Wolverhampton Wanderers,Leicester,away,Leicester,Wolverhampton Wanderers,18,2,0,0,4,4,0,W,False
18332,2022,2022-10-30,Arsenal,Nottingham Forest,home,Arsenal,Nottingham Forest,48,2,0,5,0,5,0,W,True
18333,2022,2022-10-29,Bournemouth,Tottenham,home,Bournemouth,Tottenham,49,2,0,2,3,2,3,L,True
18335,2022,2022-10-29,Brighton,Chelsea,home,Brighton,Chelsea,13,2,0,4,1,4,1,W,True
18341,2022,2022-10-29,Newcastle United,Aston Villa,home,Newcastle United,Aston Villa,55,2,0,4,0,4,0,W,True
18342,2022,2022-11-06,Aston Villa,Manchester United,home,Aston Villa,Manchester United,10,2,0,3,1,3,1,W,True
18344,2022,2022-11-05,Everton,Leicester,away,Leicester,Everton,85,2,0,0,2,2,0,W,False
18345,2022,2022-11-05,Leeds,Bournemouth,away,Bournemouth,Leeds,47,3,1,4,3,3,4,L,False
18348,2022,2022-11-06,Southampton,Newcastle United,away,Newcastle United,Southampton,57,2,0,1,4,4,1,W,False
18349,2022,2022-11-06,Tottenham,Liverpool,away,Liverpool,Tottenham,39,2,0,1,2,2,1,W,False
18352,2022,2022-11-12,Bournemouth,Everton,home,Bournemouth,Everton,24,2,0,3,0,3,0,W,True
18355,2022,2022-11-12,Liverpool,Southampton,home,Liverpool,Southampton,41,3,1,3,1,3,1,W,True
18360,2022,2022-11-12,West Ham,Leicester,away,Leicester,West Ham,77,2,0,0,2,2,0,W,False
18361,2022,2022-11-12,Wolverhampton Wanderers,Arsenal,away,Arsenal,Wolverhampton Wanderers,74,2,0,0,2,2,0,W,False
18362,2022,2022-12-26,Arsenal,West Ham,home,Arsenal,West Ham,68,3,1,3,1,3,1,W,True
18363,2022,2022-12-26,Aston Villa,Liverpool,away,Liverpool,Aston Villa,36,2,0,1,3,3,1,W,False
18364,2022,2022-12-26,Brentford,Tottenham,home,Brentford,Tottenham,53,2,0,2,2,2,2,D,True
18365,2022,2022-12-27,Chelsea,Bournemouth,home,Chelsea,Bournemouth,23,2,0,2,0,2,0,W,True
18366,2022,2022-12-26,Crystal Palace,Fulham,away,Fulham,Crystal Palace,70,2,0,0,3,3,0,W,False
18368,2022,2022-12-28,Leeds,Manchester City,away,Manchester City,Leeds,50,2,0,1,3,3,1,W,False
18369,2022,2022-12-26,Leicester,Newcastle United,away,Newcastle United,Leicester,6,2,0,0,3,3,0,W,False
18370,2022,2022-12-27,Manchester United,Nottingham Forest,home,Manchester United,Nottingham Forest,22,2,0,3,0,3,0,W,True
18371,2022,2022-12-26,Southampton,Brighton,away,Brighton,Southampton,34,2,0,1,3,3,1,W,False
18372,2022,2022-12-31,Bournemouth,Crystal Palace,away,Crystal Palace,Bournemouth,35,2,0,0,2,2,0,W,False
18373,2022,2022-12-31,Brighton,Arsenal,away,Arsenal,Brighton,38,2,0,2,4,4,2,W,False
18379,2022,2023-01-01,Tottenham,Aston Villa,away,Aston Villa,Tottenham,72,2,0,0,2,2,0,W,False
18380,2022,2022-12-30,West Ham,Brentford,away,Brentford,West Ham,42,2,0,0,2,2,0,W,False
18384,2022,2023-01-02,Brentford,Liverpool,home,Brentford,Liverpool,41,2,0,3,1,3,1,W,True
18386,2022,2023-01-04,Crystal Palace,Tottenham,away,Tottenham,Crystal Palace,52,2,0,0,4,4,0,W,False
18387,2022,2023-01-03,Everton,Brighton,away,Brighton,Everton,50,2,0,1,4,4,1,W,False
18390,2022,2023-01-03,Manchester United,Bournemouth,home,Manchester United,Bournemouth,48,2,0,3,0,3,0,W,True
18392,2022,2023-01-13,Aston Villa,Leeds,home,Aston Villa,Leeds,63,2,0,2,1,2,1,W,True
18393,2022,2023-01-14,Brentford,Bournemouth,home,Brentford,Bournemouth,74,2,0,2,0,2,0,W,True
18394,2022,2023-01-14,Brighton,Liverpool,home,Brighton,Liverpool,52,2,0,3,0,3,0,W,True
18399,2022,2023-01-14,Nottingham Forest,Leicester,home,Nottingham Forest,Leicester,84,2,0,2,0,2,0,W,True
18400,2022,2023-01-15,Tottenham,Arsenal,away,Arsenal,Tottenham,35,2,0,0,2,2,0,W,False
18409,2022,2023-01-22,Manchester City,Wolverhampton Wanderers,home,Manchester City,Wolverhampton Wanderers,49,2,0,3,0,3,0,W,True
18411,2022,2023-01-21,West Ham,Everton,home,West Ham,Everton,40,2,0,2,0,2,0,W,True
18412,2022,2023-02-04,Aston Villa,Leicester,away,Leicester,Aston Villa,78,4,2,2,4,4,2,W,False
18413,2022,2023-02-04,Brentford,Southampton,home,Brentford,Southampton,43,2,0,3,0,3,0,W,True
18417,2022,2023-02-04,Manchester United,Crystal Palace,home,Manchester United,Crystal Palace,61,2,0,2,1,2,1,W,True
18421,2022,2023-02-04,Wolverhampton Wanderers,Liverpool,home,Wolverhampton Wanderers,Liverpool,11,2,0,3,0,3,0,W,True
18425,2022,2023-02-11,Fulham,Nottingham Forest,home,Fulham,Nottingham Forest,87,2,0,2,0,2,0,W,True
18426,2022,2023-02-12,Leeds,Manchester United,away,Manchester United,Leeds,84,2,0,0,2,2,0,W,False
18427,2022,2023-02-11,Leicester,Tottenham,home,Leicester,Tottenham,48,3,1,4,1,4,1,W,True
18428,2022,2023-02-13,Liverpool,Everton,home,Liverpool,Everton,48,2,0,2,0,2,0,W,True
18429,2022,2023-02-12,Manchester City,Aston Villa,home,Manchester City,Aston Villa,38,2,0,3,1,3,1,W,True
18432,2022,2023-02-18,Aston Villa,Arsenal,away,Arsenal,Aston Villa,97,4,2,2,4,4,2,W,False
18437,2022,2023-02-19,Manchester United,Leicester,home,Manchester United,Leicester,55,2,0,3,0,3,0,W,True
18438,2022,2023-02-18,Newcastle United,Liverpool,away,Liverpool,Newcastle United,16,2,0,0,2,2,0,W,False
18440,2022,2023-02-19,Tottenham,West Ham,home,Tottenham,West Ham,71,2,0,2,0,2,0,W,True
18442,2022,2023-02-25,Bournemouth,Manchester City,away,Manchester City,Bournemouth,28,2,0,1,4,4,1,W,False
18444,2022,2023-02-25,Everton,Aston Villa,away,Aston Villa,Everton,80,2,0,0,2,2,0,W,False
18449,2022,2023-05-18,Newcastle United,Brighton,home,Newcastle United,Brighton,48,2,0,4,1,4,1,W,True
18450,2022,2023-02-26,Tottenham,Chelsea,home,Tottenham,Chelsea,81,2,0,2,0,2,0,W,True
18451,2022,2023-02-25,West Ham,Nottingham Forest,home,West Ham,Nottingham Forest,72,2,0,4,0,4,0,W,True
18452,2022,2023-03-04,Arsenal,Bournemouth,away,Bournemouth,Arsenal,56,2,0,3,2,2,3,L,False
18454,2022,2023-03-06,Brentford,Fulham,home,Brentford,Fulham,84,3,1,3,2,3,2,W,True
18455,2022,2023-03-04,Brighton,West Ham,home,Brighton,West Ham,50,2,0,4,0,4,0,W,True
18457,2022,2023-03-05,Liverpool,Manchester United,home,Liverpool,Manchester United,46,2,0,7,0,7,0,W,True
18458,2022,2023-03-04,Manchester City,Newcastle United,home,Manchester City,Newcastle United,66,2,0,2,0,2,0,W,True
18465,2022,2023-03-12,Fulham,Arsenal,away,Arsenal,Fulham,25,2,0,0,3,3,0,W,False
18467,2022,2023-03-11,Leicester,Chelsea,away,Chelsea,Leicester,77,3,1,1,3,3,1,W,False
18470,2022,2023-03-11,Tottenham,Nottingham Forest,home,Tottenham,Nottingham Forest,34,2,0,3,1,3,1,W,True
18472,2022,2023-03-19,Arsenal,Crystal Palace,home,Arsenal,Crystal Palace,42,2,0,4,1,4,1,W,True
18473,2022,2023-03-18,Aston Villa,Bournemouth,home,Aston Villa,Bournemouth,79,2,0,3,0,3,0,W,True
18478,2022,2023-05-03,Manchester City,West Ham,home,Manchester City,West Ham,69,2,0,3,0,3,0,W,True
18480,2022,2023-03-18,Southampton,Tottenham,away,Tottenham,Southampton,73,3,1,3,3,3,3,D,False
18481,2022,2023-03-18,Wolverhampton Wanderers,Leeds,away,Leeds,Wolverhampton Wanderers,48,2,0,2,4,4,2,W,False
18482,2022,2023-04-01,Arsenal,Leeds,home,Arsenal,Leeds,46,2,0,4,1,4,1,W,True
18485,2022,2023-04-01,Chelsea,Aston Villa,away,Aston Villa,Chelsea,55,2,0,0,2,2,0,W,False
18488,2022,2023-04-01,Manchester City,Liverpool,home,Manchester City,Liverpool,52,3,1,4,1,4,1,W,True
18489,2022,2023-04-02,Newcastle United,Manchester United,home,Newcastle United,Manchester United,87,2,0,2,0,2,0,W,True
18492,2022,2023-04-08,Aston Villa,Nottingham Forest,home,Aston Villa,Nottingham Forest,94,2,0,2,0,2,0,W,True
18495,2022,2023-04-09,Leeds,Crystal Palace,away,Crystal Palace,Leeds,54,3,1,1,5,5,1,W,False
18497,2022,2023-04-09,Liverpool,Arsenal,away,Arsenal,Liverpool,27,2,0,2,2,2,2,D,False
18498,2022,2023-04-08,Manchester United,Everton,home,Manchester United,Everton,70,2,0,2,0,2,0,W,True
18499,2022,2023-04-08,Southampton,Manchester City,away,Manchester City,Southampton,57,2,0,1,4,4,1,W,False
18502,2022,2023-04-15,Aston Villa,Newcastle United,home,Aston Villa,Newcastle United,63,2,0,3,0,3,0,W,True
18504,2022,2023-04-15,Everton,Fulham,away,Fulham,Everton,67,3,1,1,3,3,1,W,False
18505,2022,2023-04-17,Leeds,Liverpool,away,Liverpool,Leeds,38,2,0,1,6,6,1,W,False
18506,2022,2023-04-15,Manchester City,Leicester,home,Manchester City,Leicester,12,2,0,3,1,3,1,W,True
18507,2022,2023-04-16,Nottingham Forest,Manchester United,away,Manchester United,Nottingham Forest,75,2,0,0,2,2,0,W,False
18508,2022,2023-04-15,Southampton,Crystal Palace,away,Crystal Palace,Southampton,67,2,0,0,2,2,0,W,False
18510,2022,2023-04-16,West Ham,Arsenal,away,Arsenal,West Ham,9,2,0,2,2,2,2,D,False
18511,2022,2023-04-15,Wolverhampton Wanderers,Brentford,home,Wolverhampton Wanderers,Brentford,68,2,0,2,0,2,0,W,True
18512,2022,2023-04-21,Arsenal,Southampton,away,Southampton,Arsenal,13,2,0,3,3,3,3,D,False
18513,2022,2023-04-23,Bournemouth,West Ham,away,West Ham,Bournemouth,11,2,0,0,4,4,0,W,False
18517,2022,2023-04-22,Fulham,Leeds,home,Fulham,Leeds,71,2,0,2,1,2,1,W,True
18520,2022,2023-05-25,Manchester United,Chelsea,home,Manchester United,Chelsea,50,2,0,4,1,4,1,W,True
18521,2022,2023-04-23,Newcastle United,Tottenham,home,Newcastle United,Tottenham,5,2,0,6,1,6,1,W,True
18522,2022,2023-04-27,Everton,Newcastle United,away,Newcastle United,Everton,71,2,0,1,4,4,1,W,False
18524,2022,2023-04-26,Nottingham Forest,Brighton,home,Nottingham Forest,Brighton,90,3,1,3,1,3,1,W,True
18525,2022,2023-04-27,Tottenham,Manchester United,away,Manchester United,Tottenham,43,2,0,2,2,2,2,D,False
18527,2022,2023-04-25,Wolverhampton Wanderers,Crystal Palace,home,Wolverhampton Wanderers,Crystal Palace,93,2,0,2,0,2,0,W,True
18529,2022,2023-04-26,Chelsea,Brentford,away,Brentford,Chelsea,77,2,0,0,2,2,0,W,False
18531,2022,2023-04-26,Manchester City,Arsenal,home,Manchester City,Arsenal,45,2,0,4,1,4,1,W,True
18532,2022,2023-05-02,Arsenal,Chelsea,home,Arsenal,Chelsea,30,2,0,3,1,3,1,W,True
18533,2022,2023-04-30,Bournemouth,Leeds,home,Bournemouth,Leeds,23,2,0,4,1,4,1,W,True
18535,2022,2023-04-29,Brighton,Wolverhampton Wanderers,home,Brighton,Wolverhampton Wanderers,12,2,0,6,0,6,0,W,True
18536,2022,2023-04-29,Crystal Palace,West Ham,home,Crystal Palace,West Ham,29,3,1,4,3,4,3,W,True
18539,2022,2023-04-30,Liverpool,Tottenham,home,Liverpool,Tottenham,4,2,0,4,3,4,3,W,True
18541,2022,2023-04-30,Newcastle United,Southampton,home,Newcastle United,Southampton,80,3,1,3,1,3,1,W,True
18542,2022,2023-05-06,Bournemouth,Chelsea,away,Chelsea,Bournemouth,85,3,1,1,3,3,1,W,False
18543,2022,2023-05-08,Brighton,Everton,away,Everton,Brighton,28,2,0,1,5,5,1,W,False
18544,2022,2023-05-08,Fulham,Leicester,home,Fulham,Leicester,17,2,0,5,3,5,3,W,True
18546,2022,2023-05-06,Manchester City,Leeds,home,Manchester City,Leeds,26,2,0,2,1,2,1,W,True
18547,2022,2023-05-07,Newcastle United,Arsenal,away,Arsenal,Newcastle United,70,2,0,0,2,2,0,W,False
18548,2022,2023-05-08,Nottingham Forest,Southampton,home,Nottingham Forest,Southampton,20,2,0,4,3,4,3,W,True
18552,2022,2023-05-14,Arsenal,Brighton,away,Brighton,Arsenal,85,2,0,0,3,3,0,W,False
18553,2022,2023-05-13,Aston Villa,Tottenham,home,Aston Villa,Tottenham,71,2,0,2,1,2,1,W,True
18554,2022,2023-05-14,Brentford,West Ham,home,Brentford,West Ham,42,2,0,2,0,2,0,W,True
18556,2022,2023-05-13,Crystal Palace,Bournemouth,home,Crystal Palace,Bournemouth,57,2,0,2,0,2,0,W,True
18557,2022,2023-05-14,Everton,Manchester City,away,Manchester City,Everton,38,2,0,0,3,3,0,W,False
