match_id,season,date,home_team,away_team,leader,leader_team,opponent_team,minute_reached_plus2,score_at_event_leader,score_at_event_opponent,final_home_goals,final_away_goals,final_leader_goals,final_opponent_goals,result_for_leader,leader_is_home,leader_team_norm,opponent_team_norm,leader_red_cards,opponent_red_cards,leader_prematch_win_odds,opponent_prematch_win_odds,draw_odds,leader_implied_prob,strength_tier
3478,2016,2017-04-22,Swansea,Stoke,home,Swansea,Stoke,69,2,0,2,0,2,0,W,True,Swansea City,Stoke City,0.0,0.0,2.2,3.6,3.4,0.45454545454545453,Moderate
3480,2016,2017-04-29,Crystal Palace,Burnley,away,Burnley,Crystal Palace,84,2,0,0,2,2,0,W,False,Burnley,Crystal Palace,0.0,0.0,4.75,1.75,3.5,0.21052631578947367,Underdog
3481,2016,2017-04-30,Everton,Chelsea,away,Chelsea,Everton,78,2,0,0,3,3,0,W,False,Chelsea,Everton,0.0,0.0,2.0,3.5,3.6,0.5,Moderate
3487,2016,2017-04-30,Tottenham,Arsenal,home,Tottenham,Arsenal,57,2,0,2,0,2,0,W,True,Tottenham,Arsenal,0.0,0.0,1.85,4.0,3.75,0.5405405405405405,Moderate
3490,2016,2017-05-07,Arsenal,Manchester United,home,Arsenal,Manchester United,56,2,0,2,0,2,0,W,True,Arsenal,Manchester United,0.0,0.0,1.91,4.33,3.7,0.5235602094240838,Moderate
3493,2016,2017-05-08,Chelsea,Middlesbrough,home,Chelsea,Middlesbrough,33,2,0,3,0,3,0,W,True,Chelsea,Middlesbrough,0.0,0.0,1.17,19.0,9.0,0.8547008547008548,Strong Favorite
3494,2016,2017-05-06,Hull,Sunderland,away,Sunderland,Hull,91,2,0,0,2,2,0,W,False,Sunderland,Hull City,0.0,0.0,8.0,1.44,4.75,0.125,Underdog
3495,2016,2017-05-06,Leicester,Watford,home,Leicester,Watford,57,2,0,3,0,3,0,W,True,Leicester City,Watford,0.0,0.0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
3497,2016,2017-05-06,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,48,2,0,5,0,5,0,W,True,Manchester City,Crystal Palace,0.0,0.0,1.29,11.0,6.5,0.7751937984496123,Strong Favorite
3501,2016,2017-05-14,Crystal Palace,Hull,home,Crystal Palace,Hull,33,2,0,4,0,4,0,W,True,Crystal Palace,Hull City,0.0,0.0,2.1,3.75,3.6,0.47619047619047616,Moderate
3503,2016,2017-05-13,Manchester City,Leicester,home,Manchester City,Leicester,35,2,0,2,1,2,1,W,True,Manchester City,Leicester City,0.0,0.0,1.25,12.0,7.0,0.8,Strong Favorite
3504,2016,2017-05-13,Middlesbrough,Southampton,away,Southampton,Middlesbrough,56,2,0,1,2,2,1,W,False,Southampton,Middlesbrough,0.0,0.0,2.0,4.0,3.6,0.5,Moderate
3505,2016,2017-05-13,Stoke,Arsenal,away,Arsenal,Stoke,54,2,0,1,4,4,1,W,False,Arsenal,Stoke City,0.0,0.0,1.75,4.75,4.1,0.5714285714285714,Moderate
3506,2016,2017-05-13,Sunderland,Swansea,away,Swansea,Sunderland,46,2,0,0,2,2,0,W,False,Swansea City,Sunderland,0.0,0.0,1.91,4.2,3.8,0.5235602094240838,Moderate
3507,2016,2017-05-14,Tottenham,Manchester United,home,Tottenham,Manchester United,47,2,0,2,1,2,1,W,True,Tottenham,Manchester United,0.0,0.0,1.73,5.25,3.9,0.5780346820809249,Moderate
3509,2016,2017-05-14,West Ham,Liverpool,away,Liverpool,West Ham,56,2,0,0,4,4,0,W,False,Liverpool,West Ham United,0.0,0.0,1.7,5.25,4.0,0.5882352941176471,Moderate
3510,2016,2017-05-21,Arsenal,Everton,home,Arsenal,Everton,26,2,0,3,1,3,1,W,True,Arsenal,Everton,1.0,0.0,1.45,7.5,5.0,0.6896551724137931,Strong Favorite
3512,2016,2017-05-21,Chelsea,Sunderland,home,Chelsea,Sunderland,76,3,1,5,1,5,1,W,True,Chelsea,Sunderland,0.0,0.0,1.14,23.0,9.0,0.8771929824561404,Strong Favorite
3513,2016,2017-05-21,Hull,Tottenham,away,Tottenham,Hull,12,2,0,1,7,7,1,W,False,Tottenham,Hull City,0.0,0.0,1.5,7.0,4.75,0.6666666666666666,Strong Favorite
3515,2016,2017-05-21,Liverpool,Middlesbrough,home,Liverpool,Middlesbrough,50,2,0,3,0,3,0,W,True,Liverpool,Middlesbrough,0.0,0.0,1.14,23.0,9.0,0.8771929824561404,Strong Favorite
3516,2016,2017-05-21,Manchester United,Crystal Palace,home,Manchester United,Crystal Palace,18,2,0,2,0,2,0,W,True,Manchester United,Crystal Palace,0.0,0.0,2.5,3.1,3.3,0.4,Underdog
3519,2016,2017-05-21,Watford,Manchester City,away,Manchester City,Watford,22,2,0,0,5,5,0,W,False,Manchester City,Watford,0.0,0.0,1.3,11.0,6.0,0.7692307692307692,Strong Favorite
4399,2014,2015-05-02,Leicester,Newcastle United,home,Leicester,Newcastle United,16,2,0,3,0,3,0,W,True,Leicester City,Newcastle United,0.0,2.0,1.91,4.33,3.7,0.5235602094240838,Moderate
4401,2014,2015-05-02,Aston Villa,Everton,home,Aston Villa,Everton,44,2,0,3,2,3,2,W,True,Aston Villa,Everton,0.0,0.0,2.75,2.8,3.3,0.36363636363636365,Underdog
4403,2014,2015-05-02,Swansea,Stoke,home,Swansea,Stoke,91,2,0,2,0,2,0,W,True,Swansea City,Stoke City,0.0,1.0,2.3,3.4,3.4,0.4347826086956522,Moderate
4408,2014,2015-05-04,Hull,Arsenal,away,Arsenal,Hull,32,2,0,1,3,3,1,W,False,Arsenal,Hull City,0.0,0.0,1.7,5.5,4.0,0.5882352941176471,Moderate
4409,2014,2015-05-09,Everton,Sunderland,away,Sunderland,Everton,84,2,0,0,2,2,0,W,False,Sunderland,Everton,0.0,0.0,5.0,1.8,3.75,0.2,Underdog
4412,2014,2015-05-09,Leicester,Southampton,home,Leicester,Southampton,18,2,0,2,0,2,0,W,True,Leicester City,Southampton,0.0,0.0,2.6,2.9,3.4,0.3846153846153846,Underdog
4414,2014,2015-05-09,Stoke,Tottenham,home,Stoke,Tottenham,31,2,0,3,0,3,0,W,True,Stoke City,Tottenham,0.0,1.0,2.9,2.6,3.4,0.3448275862068966,Underdog
4416,2014,2015-05-10,Manchester City,Queens Park Rangers,home,Manchester City,Queens Park Rangers,31,2,0,6,0,6,0,W,True,Manchester City,Queens Park Rangers,0.0,0.0,1.22,13.0,7.5,0.819672131147541,Strong Favorite
4419,2014,2015-05-16,Southampton,Aston Villa,home,Southampton,Aston Villa,13,2,0,6,1,6,1,W,True,Southampton,Aston Villa,0.0,0.0,1.75,5.25,3.8,0.5714285714285714,Moderate
4422,2014,2015-05-16,Tottenham,Hull,home,Tottenham,Hull,60,2,0,2,0,2,0,W,True,Tottenham,Hull City,0.0,0.0,1.8,4.75,3.8,0.5555555555555556,Moderate
4425,2014,2015-05-16,Liverpool,Crystal Palace,away,Crystal Palace,Liverpool,90,3,1,1,3,3,1,W,False,Crystal Palace,Liverpool,0.0,0.0,8.0,1.45,4.75,0.125,Underdog
4426,2014,2015-05-17,Swansea,Manchester City,away,Manchester City,Swansea,35,2,0,2,4,4,2,W,False,Manchester City,Swansea City,0.0,0.0,1.75,4.75,4.2,0.5714285714285714,Moderate
4428,2014,2015-05-18,West Bromwich Albion,Chelsea,home,West Bromwich Albion,Chelsea,46,2,0,3,0,3,0,W,True,West Bromwich Albion,Chelsea,0.0,1.0,4.1,2.0,3.5,0.24390243902439027,Underdog
4431,2014,2015-05-24,Chelsea,Sunderland,home,Chelsea,Sunderland,87,3,1,3,1,3,1,W,True,Chelsea,Sunderland,0.0,0.0,1.36,9.5,5.25,0.7352941176470588,Strong Favorite
4433,2014,2015-05-24,Arsenal,West Bromwich Albion,home,Arsenal,West Bromwich Albion,13,2,0,4,1,4,1,W,True,Arsenal,West Bromwich Albion,0.0,0.0,1.4,8.5,5.25,0.7142857142857143,Strong Favorite
4436,2014,2015-05-24,Leicester,Queens Park Rangers,home,Leicester,Queens Park Rangers,42,2,0,5,1,5,1,W,True,Leicester City,Queens Park Rangers,0.0,0.0,1.6,6.0,4.33,0.625,Strong Favorite
4437,2014,2015-05-24,Manchester City,Southampton,home,Manchester City,Southampton,87,2,0,2,0,2,0,W,True,Manchester City,Southampton,0.0,0.0,1.57,6.0,4.5,0.6369426751592356,Strong Favorite
4438,2014,2015-05-24,Newcastle United,West Ham,home,Newcastle United,West Ham,84,2,0,2,0,2,0,W,True,Newcastle United,West Ham United,0.0,0.0,1.83,4.33,4.0,0.5464480874316939,Moderate
4439,2014,2015-05-24,Stoke,Liverpool,home,Stoke,Liverpool,25,2,0,6,1,6,1,W,True,Stoke City,Liverpool,0.0,0.0,3.5,2.15,3.6,0.2857142857142857,Underdog
4440,2014,2015-04-04,Arsenal,Liverpool,home,Arsenal,Liverpool,39,2,0,4,1,4,1,W,True,Arsenal,Liverpool,0.0,1.0,1.83,4.2,3.75,0.5464480874316939,Moderate
4443,2014,2015-04-04,Manchester United,Aston Villa,home,Manchester United,Aston Villa,78,2,0,3,1,3,1,W,True,Manchester United,Aston Villa,0.0,0.0,1.3,10.0,5.5,0.7692307692307692,Strong Favorite
4444,2014,2015-04-04,Swansea,Hull,home,Swansea,Hull,36,2,0,3,1,3,1,W,True,Swansea City,Hull City,0.0,1.0,1.91,4.2,3.5,0.5235602094240838,Moderate
4445,2014,2015-04-04,West Bromwich Albion,Queens Park Rangers,away,Queens Park Rangers,West Bromwich Albion,36,2,0,1,4,4,1,W,False,Queens Park Rangers,West Bromwich Albion,0.0,1.0,4.5,1.8,3.5,0.2222222222222222,Underdog
4449,2014,2015-04-06,Crystal Palace,Manchester City,home,Crystal Palace,Manchester City,47,2,0,2,1,2,1,W,True,Crystal Palace,Manchester City,0.0,0.0,5.0,1.67,4.0,0.2,Underdog
4452,2014,2015-04-11,Sunderland,Crystal Palace,away,Crystal Palace,Sunderland,50,2,0,1,4,4,1,W,False,Crystal Palace,Sunderland,0.0,0.0,2.7,2.9,3.2,0.37037037037037035,Underdog
4453,2014,2015-04-11,Southampton,Hull,home,Southampton,Hull,80,2,0,2,0,2,0,W,True,Southampton,Hull City,0.0,0.0,1.53,7.5,4.2,0.6535947712418301,Strong Favorite
4459,2014,2015-04-12,Manchester United,Manchester City,home,Manchester United,Manchester City,66,3,1,4,2,4,2,W,True,Manchester United,Manchester City,0.0,0.0,2.63,2.88,3.4,0.3802281368821293,Underdog
4460,2014,2015-04-13,Liverpool,Newcastle United,home,Liverpool,Newcastle United,69,2,0,2,0,2,0,W,True,Liverpool,Newcastle United,0.0,1.0,1.4,9.0,5.0,0.7142857142857143,Strong Favorite
4462,2014,2015-04-18,Crystal Palace,West Bromwich Albion,away,West Bromwich Albion,Crystal Palace,52,2,0,0,2,2,0,W,False,West Bromwich Albion,Crystal Palace,0.0,0.0,4.5,1.95,3.5,0.2222222222222222,Underdog
4463,2014,2015-04-18,Leicester,Swansea,home,Leicester,Swansea,88,2,0,2,0,2,0,W,True,Leicester City,Swansea City,0.0,0.0,2.15,3.75,3.4,0.46511627906976744,Moderate
4466,2014,2015-04-19,Manchester City,West Ham,home,Manchester City,West Ham,35,2,0,2,0,2,0,W,True,Manchester City,West Ham United,0.0,0.0,1.25,11.0,6.5,0.8,Strong Favorite
4467,2014,2015-04-19,Newcastle United,Tottenham,away,Tottenham,Newcastle United,90,3,1,1,3,3,1,W,False,Tottenham,Newcastle United,0.0,0.0,2.3,3.3,3.5,0.4347826086956522,Moderate
4470,2014,2015-04-25,Newcastle United,Swansea,away,Swansea,Newcastle United,70,3,1,2,3,3,2,W,False,Swansea City,Newcastle United,0.0,0.0,3.25,2.45,3.25,0.3076923076923077,Underdog
4474,2014,2015-04-25,Crystal Palace,Hull,away,Hull,Crystal Palace,91,2,0,0,2,2,0,W,False,Hull City,Crystal Palace,0.0,0.0,4.2,2.05,3.3,0.23809523809523808,Underdog
4475,2014,2015-04-25,Manchester City,Aston Villa,home,Manchester City,Aston Villa,65,2,0,3,2,3,2,W,True,Manchester City,Aston Villa,0.0,0.0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
4476,2014,2015-04-26,Everton,Manchester United,home,Everton,Manchester United,34,2,0,3,0,3,0,W,True,Everton,Manchester United,0.0,0.0,3.75,2.15,3.4,0.26666666666666666,Underdog
4479,2014,2015-04-29,Leicester,Chelsea,away,Chelsea,Leicester,82,3,1,1,3,3,1,W,False,Chelsea,Leicester City,0.0,0.0,1.7,5.75,3.8,0.5882352941176471,Moderate
4481,2014,2015-03-01,Arsenal,Everton,home,Arsenal,Everton,88,2,0,2,0,2,0,W,True,Arsenal,Everton,0.0,0.0,1.57,6.0,4.5,0.6369426751592356,Strong Favorite
4486,2014,2015-03-04,Manchester City,Leicester,home,Manchester City,Leicester,87,2,0,2,0,2,0,W,True,Manchester City,Leicester City,0.0,0.0,1.25,13.0,7.0,0.8,Strong Favorite
4488,2014,2015-03-04,Stoke,Everton,home,Stoke,Everton,83,2,0,2,0,2,0,W,True,Stoke City,Everton,0.0,0.0,2.5,3.1,3.3,0.4,Underdog
4489,2014,2015-03-04,Tottenham,Swansea,home,Tottenham,Swansea,59,3,1,3,2,3,2,W,True,Tottenham,Swansea City,0.0,0.0,1.75,5.25,3.8,0.5714285714285714,Moderate
4490,2014,2015-03-04,Queens Park Rangers,Arsenal,away,Arsenal,Queens Park Rangers,68,2,0,1,2,2,1,W,False,Arsenal,Queens Park Rangers,0.0,0.0,1.53,7.0,4.33,0.6535947712418301,Strong Favorite
4491,2014,2015-03-04,Liverpool,Burnley,home,Liverpool,Burnley,50,2,0,2,0,2,0,W,True,Liverpool,Burnley,0.0,0.0,1.36,10.0,5.25,0.7352941176470588,Strong Favorite
4492,2014,2015-03-07,Queens Park Rangers,Tottenham,away,Tottenham,Queens Park Rangers,67,2,0,1,2,2,1,W,False,Tottenham,Queens Park Rangers,0.0,0.0,1.8,4.75,3.9,0.5555555555555556,Moderate
4493,2014,2015-03-14,Crystal Palace,Queens Park Rangers,home,Crystal Palace,Queens Park Rangers,39,2,0,3,1,3,1,W,True,Crystal Palace,Queens Park Rangers,0.0,0.0,1.83,4.75,3.75,0.5464480874316939,Moderate
4494,2014,2015-03-14,Arsenal,West Ham,home,Arsenal,West Ham,80,2,0,3,0,3,0,W,True,Arsenal,West Ham United,0.0,0.0,1.4,9.0,5.0,0.7142857142857143,Strong Favorite
4497,2014,2015-03-14,Sunderland,Aston Villa,away,Aston Villa,Sunderland,17,2,0,0,4,4,0,W,False,Aston Villa,Sunderland,0.0,0.0,3.4,2.38,3.25,0.29411764705882354,Underdog
4500,2014,2015-03-15,Everton,Newcastle United,home,Everton,Newcastle United,55,2,0,3,0,3,0,W,True,Everton,Newcastle United,0.0,1.0,1.83,4.75,3.75,0.5464480874316939,Moderate
4501,2014,2015-03-15,Manchester United,Tottenham,home,Manchester United,Tottenham,18,2,0,3,0,3,0,W,True,Manchester United,Tottenham,0.0,0.0,1.91,4.33,3.75,0.5235602094240838,Moderate
4503,2014,2015-03-21,Manchester City,West Bromwich Albion,home,Manchester City,West Bromwich Albion,39,2,0,3,0,3,0,W,True,Manchester City,West Bromwich Albion,0.0,1.0,1.3,8.5,5.5,0.7692307692307692,Strong Favorite
4505,2014,2015-03-21,Tottenham,Leicester,home,Tottenham,Leicester,12,2,0,4,3,4,3,W,True,Tottenham,Leicester City,0.0,0.0,1.53,6.0,4.0,0.6535947712418301,Strong Favorite
4506,2014,2015-03-21,Southampton,Burnley,home,Southampton,Burnley,57,2,0,2,0,2,0,W,True,Southampton,Burnley,0.0,0.0,1.4,7.5,4.5,0.7142857142857143,Strong Favorite
4508,2014,2015-03-21,Newcastle United,Arsenal,away,Arsenal,Newcastle United,27,2,0,1,2,2,1,W,False,Arsenal,Newcastle United,0.0,0.0,1.57,6.0,3.8,0.6369426751592356,Strong Favorite
4510,2014,2015-03-22,Liverpool,Manchester United,away,Manchester United,Liverpool,58,2,0,1,2,2,1,W,False,Manchester United,Liverpool,0.0,1.0,3.6,2.05,3.4,0.2777777777777778,Underdog
4511,2014,2015-03-22,Hull,Chelsea,away,Chelsea,Hull,8,2,0,2,3,3,2,W,False,Chelsea,Hull City,0.0,0.0,1.44,7.0,4.33,0.6944444444444444,Strong Favorite
4513,2014,2015-02-01,Arsenal,Aston Villa,home,Arsenal,Aston Villa,55,2,0,5,0,5,0,W,True,Arsenal,Aston Villa,0.0,0.0,1.25,15.0,6.5,0.8,Strong Favorite
4522,2014,2015-02-08,Burnley,West Bromwich Albion,home,Burnley,West Bromwich Albion,31,2,0,2,2,2,2,D,True,Burnley,West Bromwich Albion,0.0,0.0,2.6,3.0,3.25,0.3846153846153846,Underdog
4525,2014,2015-02-10,Arsenal,Leicester,home,Arsenal,Leicester,40,2,0,2,1,2,1,W,True,Arsenal,Leicester City,0.0,0.0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
4526,2014,2015-02-10,Sunderland,Queens Park Rangers,away,Queens Park Rangers,Sunderland,45,2,0,0,2,2,0,W,False,Queens Park Rangers,Sunderland,0.0,0.0,4.5,1.91,3.6,0.2222222222222222,Underdog
4527,2014,2015-02-10,Hull,Aston Villa,home,Hull,Aston Villa,73,2,0,2,0,2,0,W,True,Hull City,Aston Villa,0.0,0.0,2.38,3.5,3.1,0.42016806722689076,Moderate
4530,2014,2015-02-11,Stoke,Manchester City,away,Manchester City,Stoke,69,3,1,1,4,4,1,W,False,Manchester City,Stoke City,0.0,0.0,1.7,5.75,3.8,0.5882352941176471,Moderate
4531,2014,2015-02-11,Manchester United,Burnley,home,Manchester United,Burnley,81,3,1,3,1,3,1,W,True,Manchester United,Burnley,0.0,0.0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
4534,2014,2015-02-11,West Bromwich Albion,Swansea,home,West Bromwich Albion,Swansea,73,2,0,2,0,2,0,W,True,West Bromwich Albion,Swansea City,0.0,0.0,2.55,3.1,3.25,0.3921568627450981,Underdog
4537,2014,2015-02-21,Crystal Palace,Arsenal,away,Arsenal,Crystal Palace,45,2,0,1,2,2,1,W,False,Arsenal,Crystal Palace,0.0,0.0,1.83,4.75,3.75,0.5464480874316939,Moderate
4541,2014,2015-02-21,Manchester City,Newcastle United,home,Manchester City,Newcastle United,11,2,0,5,0,5,0,W,True,Manchester City,Newcastle United,0.0,0.0,1.3,11.0,6.0,0.7692307692307692,Strong Favorite
4542,2014,2015-02-22,Tottenham,West Ham,away,West Ham,Tottenham,61,2,0,2,2,2,2,D,False,West Ham United,Tottenham,0.0,0.0,4.75,1.8,3.8,0.21052631578947367,Underdog
4544,2014,2015-02-22,Southampton,Liverpool,away,Liverpool,Southampton,72,2,0,0,2,2,0,W,False,Liverpool,Southampton,0.0,0.0,2.9,2.63,3.3,0.3448275862068966,Underdog
4545,2014,2015-02-28,West Ham,Crystal Palace,away,Crystal Palace,West Ham,50,2,0,1,3,3,1,W,False,Crystal Palace,West Ham United,1.0,0.0,3.75,2.15,3.4,0.26666666666666666,Underdog
4550,2014,2015-02-28,Manchester United,Sunderland,home,Manchester United,Sunderland,83,2,0,2,0,2,0,W,True,Manchester United,Sunderland,0.0,1.0,1.36,10.0,5.25,0.7352941176470588,Strong Favorite
4552,2014,2015-01-01,Manchester City,Sunderland,home,Manchester City,Sunderland,65,2,0,3,2,3,2,W,True,Manchester City,Sunderland,0.0,0.0,1.22,15.0,7.0,0.819672131147541,Strong Favorite
4555,2014,2015-01-01,Southampton,Arsenal,home,Southampton,Arsenal,55,2,0,2,0,2,0,W,True,Southampton,Arsenal,0.0,0.0,2.9,2.6,3.4,0.3448275862068966,Underdog
4558,2014,2015-01-01,Hull,Everton,home,Hull,Everton,42,2,0,2,0,2,0,W,True,Hull City,Everton,0.0,1.0,3.4,2.3,3.4,0.29411764705882354,Underdog
4559,2014,2015-01-01,Liverpool,Leicester,home,Liverpool,Leicester,39,2,0,2,2,2,2,D,True,Liverpool,Leicester City,0.0,0.0,1.4,9.0,5.0,0.7142857142857143,Strong Favorite
4560,2014,2015-01-01,Tottenham,Chelsea,home,Tottenham,Chelsea,48,3,1,5,3,5,3,W,True,Tottenham,Chelsea,0.0,0.0,5.0,1.8,3.75,0.2,Underdog
4565,2014,2015-01-10,Chelsea,Newcastle United,home,Chelsea,Newcastle United,58,2,0,2,0,2,0,W,True,Chelsea,Newcastle United,0.0,0.0,1.2,17.0,7.5,0.8333333333333334,Strong Favorite
4569,2014,2015-01-11,Arsenal,Stoke,home,Arsenal,Stoke,32,2,0,3,0,3,0,W,True,Arsenal,Stoke City,0.0,0.0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
4571,2014,2015-01-17,Aston Villa,Liverpool,away,Liverpool,Aston Villa,78,2,0,0,2,2,0,W,False,Liverpool,Aston Villa,0.0,0.0,1.91,4.5,3.6,0.5235602094240838,Moderate
4572,2014,2015-01-17,Burnley,Crystal Palace,home,Burnley,Crystal Palace,15,2,0,2,3,2,3,L,True,Burnley,Crystal Palace,0.0,0.0,2.55,3.1,3.25,0.3921568627450981,Underdog
4574,2014,2015-01-17,Queens Park Rangers,Manchester United,away,Manchester United,Queens Park Rangers,93,2,0,0,2,2,0,W,False,Manchester United,Queens Park Rangers,0.0,0.0,1.62,6.0,4.2,0.6172839506172839,Moderate
4575,2014,2015-01-17,Swansea,Chelsea,away,Chelsea,Swansea,19,2,0,0,5,5,0,W,False,Chelsea,Swansea City,0.0,0.0,1.55,7.0,4.2,0.6451612903225806,Strong Favorite
4578,2014,2015-01-18,West Ham,Hull,home,West Ham,Hull,68,2,0,3,0,3,0,W,True,West Ham United,Hull City,0.0,0.0,1.75,5.25,3.75,0.5714285714285714,Moderate
4579,2014,2015-01-18,Manchester City,Arsenal,away,Arsenal,Manchester City,66,2,0,0,2,2,0,W,False,Arsenal,Manchester City,0.0,0.0,4.5,1.8,4.0,0.2222222222222222,Underdog
4581,2014,2015-01-31,Hull,Newcastle United,away,Newcastle United,Hull,49,2,0,0,3,3,0,W,False,Newcastle United,Hull City,0.0,0.0,2.88,2.7,3.25,0.3472222222222222,Underdog
4582,2014,2015-01-31,Liverpool,West Ham,home,Liverpool,West Ham,79,2,0,2,0,2,0,W,True,Liverpool,West Ham United,0.0,0.0,1.67,5.75,4.0,0.5988023952095809,Moderate
4583,2014,2015-01-31,Manchester United,Leicester,home,Manchester United,Leicester,31,2,0,3,1,3,1,W,True,Manchester United,Leicester City,0.0,0.0,1.36,9.5,5.5,0.7352941176470588,Strong Favorite
4584,2014,2015-01-31,Stoke,Queens Park Rangers,home,Stoke,Queens Park Rangers,33,2,0,3,1,3,1,W,True,Stoke City,Queens Park Rangers,0.0,0.0,1.65,6.0,4.0,0.6060606060606061,Moderate
4585,2014,2015-01-31,Sunderland,Burnley,home,Sunderland,Burnley,33,2,0,2,0,2,0,W,True,Sunderland,Burnley,0.0,0.0,2.25,3.6,3.3,0.4444444444444444,Moderate
4586,2014,2015-01-31,West Bromwich Albion,Tottenham,away,Tottenham,West Bromwich Albion,14,2,0,0,3,3,0,W,False,Tottenham,West Bromwich Albion,0.0,0.0,2.63,2.9,3.3,0.3802281368821293,Underdog
4590,2014,2014-12-02,Leicester,Liverpool,away,Liverpool,Leicester,82,3,1,1,3,3,1,W,False,Liverpool,Leicester City,0.0,1.0,2.05,3.8,3.6,0.48780487804878053,Moderate
4592,2014,2014-12-02,Swansea,Queens Park Rangers,home,Swansea,Queens Park Rangers,82,2,0,2,0,2,0,W,True,Swansea City,Queens Park Rangers,0.0,0.0,1.73,5.5,3.8,0.5780346820809249,Moderate
4595,2014,2014-12-03,Chelsea,Tottenham,home,Chelsea,Tottenham,21,2,0,3,0,3,0,W,True,Chelsea,Tottenham,0.0,0.0,1.4,9.0,5.0,0.7142857142857143,Strong Favorite
4597,2014,2014-12-03,Sunderland,Manchester City,away,Manchester City,Sunderland,54,3,1,1,4,4,1,W,False,Manchester City,Sunderland,0.0,0.0,1.5,7.5,4.5,0.6666666666666666,Strong Favorite
4599,2014,2014-12-06,Newcastle United,Chelsea,home,Newcastle United,Chelsea,77,2,0,2,1,2,1,W,True,Newcastle United,Chelsea,1.0,0.0,7.0,1.53,4.33,0.14285714285714285,Underdog
4600,2014,2014-12-06,Queens Park Rangers,Burnley,home,Queens Park Rangers,Burnley,73,2,0,2,0,2,0,W,True,Queens Park Rangers,Burnley,1.0,0.0,2.05,4.0,3.5,0.48780487804878053,Moderate
4601,2014,2014-12-06,Stoke,Arsenal,home,Stoke,Arsenal,34,2,0,3,2,3,2,W,True,Stoke City,Arsenal,0.0,1.0,4.0,2.0,3.6,0.25,Underdog
4606,2014,2014-12-07,West Ham,Swansea,home,West Ham,Swansea,86,3,1,3,1,3,1,W,True,West Ham United,Swansea City,0.0,1.0,2.35,3.25,3.4,0.425531914893617,Moderate
4610,2014,2014-12-13,Chelsea,Hull,home,Chelsea,Hull,67,2,0,2,0,2,0,W,True,Chelsea,Hull City,0.0,1.0,1.18,18.0,8.0,0.8474576271186441,Strong Favorite
4615,2014,2014-12-13,Arsenal,Newcastle United,home,Arsenal,Newcastle United,53,2,0,4,1,4,1,W,True,Arsenal,Newcastle United,0.0,0.0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
4616,2014,2014-12-14,Manchester United,Liverpool,home,Manchester United,Liverpool,39,2,0,3,0,3,0,W,True,Manchester United,Liverpool,0.0,0.0,1.8,4.75,3.8,0.5555555555555556,Moderate
4618,2014,2014-12-15,Everton,Queens Park Rangers,home,Everton,Queens Park Rangers,42,2,0,3,1,3,1,W,True,Everton,Queens Park Rangers,0.0,0.0,1.45,8.5,4.5,0.6896551724137931,Strong Favorite
4619,2014,2014-12-20,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,60,2,0,3,0,3,0,W,True,Manchester City,Crystal Palace,0.0,0.0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
4620,2014,2014-12-20,West Ham,Leicester,home,West Ham,Leicester,55,2,0,2,0,2,0,W,True,West Ham United,Leicester City,0.0,0.0,1.75,5.0,3.9,0.5714285714285714,Moderate
4622,2014,2014-12-20,Queens Park Rangers,West Bromwich Albion,away,West Bromwich Albion,Queens Park Rangers,19,2,0,3,2,2,3,L,False,West Bromwich Albion,Queens Park Rangers,0.0,0.0,3.2,2.45,3.3,0.3125,Underdog
4623,2014,2014-12-20,Southampton,Everton,home,Southampton,Everton,64,2,0,3,0,3,0,W,True,Southampton,Everton,0.0,0.0,2.45,3.0,3.5,0.4081632653061224,Underdog
4628,2014,2014-12-22,Stoke,Chelsea,away,Chelsea,Stoke,77,2,0,0,2,2,0,W,False,Chelsea,Stoke City,0.0,0.0,1.62,6.25,4.0,0.6172839506172839,Moderate
4629,2014,2014-12-26,Chelsea,West Ham,home,Chelsea,West Ham,61,2,0,2,0,2,0,W,True,Chelsea,West Ham United,0.0,0.0,1.33,10.0,5.75,0.7518796992481203,Strong Favorite
4632,2014,2014-12-26,Sunderland,Hull,away,Hull,Sunderland,95,3,1,1,3,3,1,W,False,Hull City,Sunderland,0.0,0.0,4.2,2.05,3.4,0.23809523809523808,Underdog
4633,2014,2014-12-26,West Bromwich Albion,Manchester City,away,Manchester City,West Bromwich Albion,12,2,0,1,3,3,1,W,False,Manchester City,West Bromwich Albion,0.0,0.0,1.53,6.5,4.5,0.6535947712418301,Strong Favorite
4635,2014,2014-12-26,Crystal Palace,Southampton,away,Southampton,Crystal Palace,47,2,0,1,3,3,1,W,False,Southampton,Crystal Palace,0.0,0.0,2.15,3.75,3.4,0.46511627906976744,Moderate
4636,2014,2014-12-26,Manchester United,Newcastle United,home,Manchester United,Newcastle United,35,2,0,3,1,3,1,W,True,Manchester United,Newcastle United,0.0,0.0,1.4,9.0,5.0,0.7142857142857143,Strong Favorite
